sample,barcode1,barcode2
TMEX_inv4m,/rsstu/users/r/rrellan/sara/DNA_Sequencing_raw/Inv4mNILS/TMEX_inv4m_bc2049.fastq.gz,/rsstu/users/r/rrellan/sara/DNA_Sequencing_raw/Inv4mNILS/TMEX_inv4m_bc2050.fastq.gz
